"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"05.01.2022 11:15 - 05.01.2022 11:30","14804","15136"
"05.01.2022 11:30 - 05.01.2022 11:45","14700","14996"
"05.01.2022 11:45 - 05.01.2022 12:00","14732","15060"
"05.01.2022 12:00 - 05.01.2022 12:15","14683","15017"
"05.01.2022 12:15 - 05.01.2022 12:30","14553","14925"
"05.01.2022 12:30 - 05.01.2022 12:45","14517","14770"
"05.01.2022 12:45 - 05.01.2022 13:00","14531","14801"
"05.01.2022 13:00 - 05.01.2022 13:15","14579","14808"
"05.01.2022 13:15 - 05.01.2022 13:30","14612","14785"
"05.01.2022 13:30 - 05.01.2022 13:45","14658","14780"
"05.01.2022 13:45 - 05.01.2022 14:00","14711","14797"
"05.01.2022 14:00 - 05.01.2022 14:15","14761","14796"
"05.01.2022 14:15 - 05.01.2022 14:30","14850","14804"
"05.01.2022 14:30 - 05.01.2022 14:45","14901","14864"
"05.01.2022 14:45 - 05.01.2022 15:00","15006","14921"
"05.01.2022 15:00 - 05.01.2022 15:15","15044","14895"
"05.01.2022 15:15 - 05.01.2022 15:30","15156","15007"
"05.01.2022 15:30 - 05.01.2022 15:45","15268","15073"
"05.01.2022 15:45 - 05.01.2022 16:00","15383","15188"
"05.01.2022 16:00 - 05.01.2022 16:15","15443","15181"
"05.01.2022 16:15 - 05.01.2022 16:30","15578","15331"
"05.01.2022 16:30 - 05.01.2022 16:45","15803","15512"
"05.01.2022 16:45 - 05.01.2022 17:00","16130","15806"
"05.01.2022 17:00 - 05.01.2022 17:15","16274","16041"
"05.01.2022 17:15 - 05.01.2022 17:30","16404","16308"
"05.01.2022 17:30 - 05.01.2022 17:45","16437","16379"
"05.01.2022 17:45 - 05.01.2022 18:00","16360","16337"
"05.01.2022 18:00 - 05.01.2022 18:15","16077","16003"
"05.01.2022 18:15 - 05.01.2022 18:30","15874","15791"
"05.01.2022 18:30 - 05.01.2022 18:45","15689","15643"
"05.01.2022 18:45 - 05.01.2022 19:00","15557","15511"
"05.01.2022 19:00 - 05.01.2022 19:15","15386","15341"
"05.01.2022 19:15 - 05.01.2022 19:30","15198","15191"
"05.01.2022 19:30 - 05.01.2022 19:45","15037","15026"
"05.01.2022 19:45 - 05.01.2022 20:00","14940","14924"
"05.01.2022 20:00 - 05.01.2022 20:15","14725","14652"
"05.01.2022 20:15 - 05.01.2022 20:30","14571","14548"
"05.01.2022 20:30 - 05.01.2022 20:45","14380","14301"
"05.01.2022 20:45 - 05.01.2022 21:00","14169","14149"
"05.01.2022 21:00 - 05.01.2022 21:15","14000","13932"
"05.01.2022 21:15 - 05.01.2022 21:30","13820","13807"
"05.01.2022 21:30 - 05.01.2022 21:45","13633","13605"
"05.01.2022 21:45 - 05.01.2022 22:00","13443","13402"
"05.01.2022 22:00 - 05.01.2022 22:15","13259","13294"
"05.01.2022 22:15 - 05.01.2022 22:30","13120","13158"
"05.01.2022 22:30 - 05.01.2022 22:45","12883","12984"
"05.01.2022 22:45 - 05.01.2022 23:00","12685","12810"
"05.01.2022 23:00 - 05.01.2022 23:15","12524","12695"
"05.01.2022 23:15 - 05.01.2022 23:30","12386","12497"
"05.01.2022 23:30 - 05.01.2022 23:45","12163","12284"
"05.01.2022 23:45 - 06.01.2022 00:00","11969","12108"
"06.01.2022 00:00 - 06.01.2022 00:15","11865","11934"
"06.01.2022 00:15 - 06.01.2022 00:30","11717","11817"
"06.01.2022 00:30 - 06.01.2022 00:45","11591","11699"
"06.01.2022 00:45 - 06.01.2022 01:00","11438","11590"
"06.01.2022 01:00 - 06.01.2022 01:15","11341","11501"
"06.01.2022 01:15 - 06.01.2022 01:30","11280","11418"
"06.01.2022 01:30 - 06.01.2022 01:45","11175","11251"
"06.01.2022 01:45 - 06.01.2022 02:00","11103","11183"
"06.01.2022 02:00 - 06.01.2022 02:15","11065","11074"
"06.01.2022 02:15 - 06.01.2022 02:30","10996","11001"
"06.01.2022 02:30 - 06.01.2022 02:45","10925","10955"
"06.01.2022 02:45 - 06.01.2022 03:00","10867","10924"
"06.01.2022 03:00 - 06.01.2022 03:15","10861","11056"
"06.01.2022 03:15 - 06.01.2022 03:30","10847","10965"
"06.01.2022 03:30 - 06.01.2022 03:45","10843","10870"
"06.01.2022 03:45 - 06.01.2022 04:00","10824","10844"
"06.01.2022 04:00 - 06.01.2022 04:15","10854","10938"
"06.01.2022 04:15 - 06.01.2022 04:30","10841","11012"
"06.01.2022 04:30 - 06.01.2022 04:45","10908","11009"
"06.01.2022 04:45 - 06.01.2022 05:00","10941","11031"
"06.01.2022 05:00 - 06.01.2022 05:15","11023","11238"
"06.01.2022 05:15 - 06.01.2022 05:30","11168","11406"
"06.01.2022 05:30 - 06.01.2022 05:45","11319","11487"
"06.01.2022 05:45 - 06.01.2022 06:00","11498","11727"
"06.01.2022 06:00 - 06.01.2022 06:15","11828","11949"
"06.01.2022 06:15 - 06.01.2022 06:30","12042","12308"
"06.01.2022 06:30 - 06.01.2022 06:45","12346","12618"
"06.01.2022 06:45 - 06.01.2022 07:00","12630","12925"
"06.01.2022 07:00 - 06.01.2022 07:15","13089","13384"
"06.01.2022 07:15 - 06.01.2022 07:30","13503","13794"
"06.01.2022 07:30 - 06.01.2022 07:45","13906","14148"
"06.01.2022 07:45 - 06.01.2022 08:00","14266","14476"
"06.01.2022 08:00 - 06.01.2022 08:15","14643","14819"
"06.01.2022 08:15 - 06.01.2022 08:30","14886","15102"
"06.01.2022 08:30 - 06.01.2022 08:45","15063","15244"
"06.01.2022 08:45 - 06.01.2022 09:00","15176","15250"
"06.01.2022 09:00 - 06.01.2022 09:15","15306","15269"
"06.01.2022 09:15 - 06.01.2022 09:30","15332","15188"
"06.01.2022 09:30 - 06.01.2022 09:45","15269","15041"
"06.01.2022 09:45 - 06.01.2022 10:00","15281","14962"
"06.01.2022 10:00 - 06.01.2022 10:15","15201","14704"
"06.01.2022 10:15 - 06.01.2022 10:30","15101","14400"
"06.01.2022 10:30 - 06.01.2022 10:45","15029","14171"
"06.01.2022 10:45 - 06.01.2022 11:00","14944","13930"
"06.01.2022 11:00 - 06.01.2022 11:15","14847","13753"
"06.01.2022 11:15 - 06.01.2022 11:30","14792","13557"
"06.01.2022 11:30 - 06.01.2022 11:45","14775","13471"
"06.01.2022 11:45 - 06.01.2022 12:00","14759","13474"
"06.01.2022 12:00 - 06.01.2022 12:15","14739","13444"
"06.01.2022 12:15 - 06.01.2022 12:30","14643","13288"
"06.01.2022 12:30 - 06.01.2022 12:45","14551","13216"
"06.01.2022 12:45 - 06.01.2022 13:00","14515","13167"
"06.01.2022 13:00 - 06.01.2022 13:15","14523","13221"
"06.01.2022 13:15 - 06.01.2022 13:30","14534","13264"
"06.01.2022 13:30 - 06.01.2022 13:45","14544","13282"
"06.01.2022 13:45 - 06.01.2022 14:00","14512","13442"
"06.01.2022 14:00 - 06.01.2022 14:15","14552","13574"
"06.01.2022 14:15 - 06.01.2022 14:30","14613","13679"
"06.01.2022 14:30 - 06.01.2022 14:45","14654","13841"
"06.01.2022 14:45 - 06.01.2022 15:00","14742","14029"
"06.01.2022 15:00 - 06.01.2022 15:15","14784","14196"
"06.01.2022 15:15 - 06.01.2022 15:30","14867","14369"
"06.01.2022 15:30 - 06.01.2022 15:45","14962","14578"
"06.01.2022 15:45 - 06.01.2022 16:00","15077","14858"
"06.01.2022 16:00 - 06.01.2022 16:15","15118","14941"
"06.01.2022 16:15 - 06.01.2022 16:30","15292","15130"
"06.01.2022 16:30 - 06.01.2022 16:45","15502","15409"
"06.01.2022 16:45 - 06.01.2022 17:00","15825","15728"
"06.01.2022 17:00 - 06.01.2022 17:15","15954","16045"
"06.01.2022 17:15 - 06.01.2022 17:30","16096","16334"
"06.01.2022 17:30 - 06.01.2022 17:45","16157","16433"
"06.01.2022 17:45 - 06.01.2022 18:00","16138","16430"
"06.01.2022 18:00 - 06.01.2022 18:15","15893","16148"
"06.01.2022 18:15 - 06.01.2022 18:30","15708","15881"
"06.01.2022 18:30 - 06.01.2022 18:45","15529","15736"
"06.01.2022 18:45 - 06.01.2022 19:00","15426","15621"
"06.01.2022 19:00 - 06.01.2022 19:15","15256","15433"
"06.01.2022 19:15 - 06.01.2022 19:30","15075","15226"
"06.01.2022 19:30 - 06.01.2022 19:45","14901","15065"
"06.01.2022 19:45 - 06.01.2022 20:00","14823","15014"
"06.01.2022 20:00 - 06.01.2022 20:15","14580","14782"
"06.01.2022 20:15 - 06.01.2022 20:30","14391","14603"
"06.01.2022 20:30 - 06.01.2022 20:45","14203","14395"
"06.01.2022 20:45 - 06.01.2022 21:00","13995","14212"
"06.01.2022 21:00 - 06.01.2022 21:15","13844","14032"
"06.01.2022 21:15 - 06.01.2022 21:30","13683","13882"
"06.01.2022 21:30 - 06.01.2022 21:45","13536","13690"
"06.01.2022 21:45 - 06.01.2022 22:00","13319","13503"
"06.01.2022 22:00 - 06.01.2022 22:15","13107","13280"
"06.01.2022 22:15 - 06.01.2022 22:30","12936","13080"
"06.01.2022 22:30 - 06.01.2022 22:45","12744","12871"
"06.01.2022 22:45 - 06.01.2022 23:00","12555","12657"
"06.01.2022 23:00 - 06.01.2022 23:15","12406","12568"
"06.01.2022 23:15 - 06.01.2022 23:30","12256","12388"
"06.01.2022 23:30 - 06.01.2022 23:45","12048","12171"
"06.01.2022 23:45 - 07.01.2022 00:00","11830","12006"
"07.01.2022 00:00 - 07.01.2022 00:15","11719","11902"
"07.01.2022 00:15 - 07.01.2022 00:30","11584","11785"
"07.01.2022 00:30 - 07.01.2022 00:45","11444","11689"
"07.01.2022 00:45 - 07.01.2022 01:00","11311","11584"
"07.01.2022 01:00 - 07.01.2022 01:15","11177","11476"
"07.01.2022 01:15 - 07.01.2022 01:30","11013","11354"
"07.01.2022 01:30 - 07.01.2022 01:45","10918","11260"
"07.01.2022 01:45 - 07.01.2022 02:00","10873","11200"
"07.01.2022 02:00 - 07.01.2022 02:15","10801","11182"
"07.01.2022 02:15 - 07.01.2022 02:30","10768","11070"
"07.01.2022 02:30 - 07.01.2022 02:45","10705","10973"
"07.01.2022 02:45 - 07.01.2022 03:00","10652","10934"
"07.01.2022 03:00 - 07.01.2022 03:15","10673","10936"
"07.01.2022 03:15 - 07.01.2022 03:30","10655","10887"
"07.01.2022 03:30 - 07.01.2022 03:45","10630","10790"
"07.01.2022 03:45 - 07.01.2022 04:00","10584","10788"
"07.01.2022 04:00 - 07.01.2022 04:15","10628","10787"
"07.01.2022 04:15 - 07.01.2022 04:30","10652","10907"
"07.01.2022 04:30 - 07.01.2022 04:45","10704","10916"
"07.01.2022 04:45 - 07.01.2022 05:00","10729","10975"
"07.01.2022 05:00 - 07.01.2022 05:15","10818","11139"
"07.01.2022 05:15 - 07.01.2022 05:30","10930","11221"
"07.01.2022 05:30 - 07.01.2022 05:45","11054","11418"
"07.01.2022 05:45 - 07.01.2022 06:00","11180","11533"
"07.01.2022 06:00 - 07.01.2022 06:15","11406","11800"
"07.01.2022 06:15 - 07.01.2022 06:30","11604","12137"
"07.01.2022 06:30 - 07.01.2022 06:45","11848","12368"
"07.01.2022 06:45 - 07.01.2022 07:00","12119","12598"
"07.01.2022 07:00 - 07.01.2022 07:15","12527","12991"
"07.01.2022 07:15 - 07.01.2022 07:30","12890","13338"
"07.01.2022 07:30 - 07.01.2022 07:45","13229","13679"
"07.01.2022 07:45 - 07.01.2022 08:00","13530","14018"
"07.01.2022 08:00 - 07.01.2022 08:15","13854","14329"
"07.01.2022 08:15 - 07.01.2022 08:30","14138","14667"
"07.01.2022 08:30 - 07.01.2022 08:45","14296","14856"
"07.01.2022 08:45 - 07.01.2022 09:00","14410","14941"
"07.01.2022 09:00 - 07.01.2022 09:15","14556","15046"
"07.01.2022 09:15 - 07.01.2022 09:30","14606","15104"
"07.01.2022 09:30 - 07.01.2022 09:45","14680","15079"
"07.01.2022 09:45 - 07.01.2022 10:00","14726","15099"
"07.01.2022 10:00 - 07.01.2022 10:15","14708","14988"
"07.01.2022 10:15 - 07.01.2022 10:30","14735","14901"
"07.01.2022 10:30 - 07.01.2022 10:45","14747","14799"
"07.01.2022 10:45 - 07.01.2022 11:00","14765","14638"
"07.01.2022 11:00 - 07.01.2022 11:15","14723","14484"
"07.01.2022 11:15 - 07.01.2022 11:30","14699","14381"
"07.01.2022 11:30 - 07.01.2022 11:45","14650","14284"
"07.01.2022 11:45 - 07.01.2022 12:00","14629","14222"
"07.01.2022 12:00 - 07.01.2022 12:15","14625","14329"
"07.01.2022 12:15 - 07.01.2022 12:30","14597","14323"
"07.01.2022 12:30 - 07.01.2022 12:45","14515","14262"
"07.01.2022 12:45 - 07.01.2022 13:00","14440","14280"
"07.01.2022 13:00 - 07.01.2022 13:15","14402","14343"
"07.01.2022 13:15 - 07.01.2022 13:30","14377","14364"
"07.01.2022 13:30 - 07.01.2022 13:45","14383","14325"
"07.01.2022 13:45 - 07.01.2022 14:00","14403","14361"
"07.01.2022 14:00 - 07.01.2022 14:15","14382","14446"
"07.01.2022 14:15 - 07.01.2022 14:30","14325","14527"
"07.01.2022 14:30 - 07.01.2022 14:45","14334","14604"
"07.01.2022 14:45 - 07.01.2022 15:00","14350","14725"
"07.01.2022 15:00 - 07.01.2022 15:15","14308","14764"
"07.01.2022 15:15 - 07.01.2022 15:30","14320","14847"
"07.01.2022 15:30 - 07.01.2022 15:45","14333","14965"
"07.01.2022 15:45 - 07.01.2022 16:00","14389","15076"
"07.01.2022 16:00 - 07.01.2022 16:15","14336","15064"
"07.01.2022 16:15 - 07.01.2022 16:30","14447","15141"
"07.01.2022 16:30 - 07.01.2022 16:45","14612","15301"
"07.01.2022 16:45 - 07.01.2022 17:00","14886","15606"
"07.01.2022 17:00 - 07.01.2022 17:15","14999","15801"
"07.01.2022 17:15 - 07.01.2022 17:30","15117","15975"
"07.01.2022 17:30 - 07.01.2022 17:45","15154","16077"
"07.01.2022 17:45 - 07.01.2022 18:00","15124","16051"
"07.01.2022 18:00 - 07.01.2022 18:15","14903","15772"
"07.01.2022 18:15 - 07.01.2022 18:30","14724","15611"
"07.01.2022 18:30 - 07.01.2022 18:45","14549","15396"
"07.01.2022 18:45 - 07.01.2022 19:00","14393","15270"
"07.01.2022 19:00 - 07.01.2022 19:15","14205","15067"
"07.01.2022 19:15 - 07.01.2022 19:30","14005","14910"
"07.01.2022 19:30 - 07.01.2022 19:45","13838","14762"
"07.01.2022 19:45 - 07.01.2022 20:00","13707","14622"
"07.01.2022 20:00 - 07.01.2022 20:15","13499","14398"
"07.01.2022 20:15 - 07.01.2022 20:30","13275","14307"
"07.01.2022 20:30 - 07.01.2022 20:45","13078","14083"
"07.01.2022 20:45 - 07.01.2022 21:00","12889","13887"
"07.01.2022 21:00 - 07.01.2022 21:15","12691","13701"
"07.01.2022 21:15 - 07.01.2022 21:30","12582","13595"
"07.01.2022 21:30 - 07.01.2022 21:45","12434","13420"
"07.01.2022 21:45 - 07.01.2022 22:00","12306","13261"
"07.01.2022 22:00 - 07.01.2022 22:15","12142","12964"
"07.01.2022 22:15 - 07.01.2022 22:30","12053","12789"
"07.01.2022 22:30 - 07.01.2022 22:45","11908","12618"
"07.01.2022 22:45 - 07.01.2022 23:00","11784","12482"
"07.01.2022 23:00 - 07.01.2022 23:15","11704","12387"
"07.01.2022 23:15 - 07.01.2022 23:30","11587","12213"
"07.01.2022 23:30 - 07.01.2022 23:45","11469","12038"
"07.01.2022 23:45 - 08.01.2022 00:00","11320","11844"
"08.01.2022 00:00 - 08.01.2022 00:15","11221","11781"
"08.01.2022 00:15 - 08.01.2022 00:30","11091","11778"
"08.01.2022 00:30 - 08.01.2022 00:45","10970","11656"
"08.01.2022 00:45 - 08.01.2022 01:00","10874","11516"
"08.01.2022 01:00 - 08.01.2022 01:15","10813","11491"
"08.01.2022 01:15 - 08.01.2022 01:30","10742","11429"
"08.01.2022 01:30 - 08.01.2022 01:45","10659","11329"
"08.01.2022 01:45 - 08.01.2022 02:00","10556","11213"
"08.01.2022 02:00 - 08.01.2022 02:15","10505","11132"
"08.01.2022 02:15 - 08.01.2022 02:30","10426","11074"
"08.01.2022 02:30 - 08.01.2022 02:45","10367","11022"
"08.01.2022 02:45 - 08.01.2022 03:00","10305","10946"
"08.01.2022 03:00 - 08.01.2022 03:15","10349","10896"
"08.01.2022 03:15 - 08.01.2022 03:30","10318","10810"
"08.01.2022 03:30 - 08.01.2022 03:45","10267","10784"
"08.01.2022 03:45 - 08.01.2022 04:00","10212","10699"
"08.01.2022 04:00 - 08.01.2022 04:15","10215","10679"
"08.01.2022 04:15 - 08.01.2022 04:30","10224","10763"
"08.01.2022 04:30 - 08.01.2022 04:45","10213","10743"
"08.01.2022 04:45 - 08.01.2022 05:00","10190","10764"
"08.01.2022 05:00 - 08.01.2022 05:15","10259","10859"
"08.01.2022 05:15 - 08.01.2022 05:30","10273","10918"
"08.01.2022 05:30 - 08.01.2022 05:45","10310","11050"
"08.01.2022 05:45 - 08.01.2022 06:00","10330","11101"
"08.01.2022 06:00 - 08.01.2022 06:15","10453","11293"
"08.01.2022 06:15 - 08.01.2022 06:30","10538","11381"
"08.01.2022 06:30 - 08.01.2022 06:45","10595","11439"
"08.01.2022 06:45 - 08.01.2022 07:00","10712","11569"
"08.01.2022 07:00 - 08.01.2022 07:15","10839","11744"
"08.01.2022 07:15 - 08.01.2022 07:30","10953","11868"
"08.01.2022 07:30 - 08.01.2022 07:45","11130","12014"
"08.01.2022 07:45 - 08.01.2022 08:00","11303","12146"
"08.01.2022 08:00 - 08.01.2022 08:15","11474","12379"
"08.01.2022 08:15 - 08.01.2022 08:30","11681","12563"
"08.01.2022 08:30 - 08.01.2022 08:45","11802","12665"
"08.01.2022 08:45 - 08.01.2022 09:00","11934","12867"
"08.01.2022 09:00 - 08.01.2022 09:15","12079","12988"
"08.01.2022 09:15 - 08.01.2022 09:30","12196","13112"
"08.01.2022 09:30 - 08.01.2022 09:45","12208","13165"
"08.01.2022 09:45 - 08.01.2022 10:00","12230","13213"
"08.01.2022 10:00 - 08.01.2022 10:15","12243","13275"
"08.01.2022 10:15 - 08.01.2022 10:30","12252","13367"
"08.01.2022 10:30 - 08.01.2022 10:45","12200","13332"
"08.01.2022 10:45 - 08.01.2022 11:00","12167","13364"
"08.01.2022 11:00 - 08.01.2022 11:15","12122","13323"
"08.01.2022 11:15 - 08.01.2022 11:30","12052","13336"
"08.01.2022 11:30 - 08.01.2022 11:45","12004","13383"
"08.01.2022 11:45 - 08.01.2022 12:00","11965","13409"
"08.01.2022 12:00 - 08.01.2022 12:15","11900","13459"
"08.01.2022 12:15 - 08.01.2022 12:30","11869","13439"
"08.01.2022 12:30 - 08.01.2022 12:45","11855","13489"
"08.01.2022 12:45 - 08.01.2022 13:00","11852","13499"
"08.01.2022 13:00 - 08.01.2022 13:15","11860","13527"
"08.01.2022 13:15 - 08.01.2022 13:30","11875","13608"
"08.01.2022 13:30 - 08.01.2022 13:45","11863","13618"
"08.01.2022 13:45 - 08.01.2022 14:00","11876","13715"
"08.01.2022 14:00 - 08.01.2022 14:15","11895","13758"
"08.01.2022 14:15 - 08.01.2022 14:30","11936","13855"
"08.01.2022 14:30 - 08.01.2022 14:45","11993","13913"
"08.01.2022 14:45 - 08.01.2022 15:00","12112","13971"
"08.01.2022 15:00 - 08.01.2022 15:15","12159","13989"
"08.01.2022 15:15 - 08.01.2022 15:30","12307","14008"
"08.01.2022 15:30 - 08.01.2022 15:45","12420","14054"
"08.01.2022 15:45 - 08.01.2022 16:00","12573","14082"
"08.01.2022 16:00 - 08.01.2022 16:15","12667","14143"
"08.01.2022 16:15 - 08.01.2022 16:30","12844","14241"
"08.01.2022 16:30 - 08.01.2022 16:45","13077","14374"
"08.01.2022 16:45 - 08.01.2022 17:00","13445","14622"
"08.01.2022 17:00 - 08.01.2022 17:15","13699","14851"
"08.01.2022 17:15 - 08.01.2022 17:30","13950","15040"
"08.01.2022 17:30 - 08.01.2022 17:45","14125","15223"
"08.01.2022 17:45 - 08.01.2022 18:00","14191","15232"
"08.01.2022 18:00 - 08.01.2022 18:15","14103","15041"
"08.01.2022 18:15 - 08.01.2022 18:30","14029","14871"
"08.01.2022 18:30 - 08.01.2022 18:45","13879","14664"
"08.01.2022 18:45 - 08.01.2022 19:00","13776","14565"
"08.01.2022 19:00 - 08.01.2022 19:15","13587","14453"
"08.01.2022 19:15 - 08.01.2022 19:30","13405","14260"
"08.01.2022 19:30 - 08.01.2022 19:45","13299","14116"
"08.01.2022 19:45 - 08.01.2022 20:00","13266","14001"
"08.01.2022 20:00 - 08.01.2022 20:15","13120","13812"
"08.01.2022 20:15 - 08.01.2022 20:30","13032","13551"
"08.01.2022 20:30 - 08.01.2022 20:45","12828","13388"
"08.01.2022 20:45 - 08.01.2022 21:00","12719","13183"
"08.01.2022 21:00 - 08.01.2022 21:15","12558","13039"
"08.01.2022 21:15 - 08.01.2022 21:30","12468","12986"
"08.01.2022 21:30 - 08.01.2022 21:45","12334","12812"
"08.01.2022 21:45 - 08.01.2022 22:00","12236","12714"
"08.01.2022 22:00 - 08.01.2022 22:15","12127","12544"
"08.01.2022 22:15 - 08.01.2022 22:30","12025","12423"
"08.01.2022 22:30 - 08.01.2022 22:45","11888","12309"
"08.01.2022 22:45 - 08.01.2022 23:00","11742","12181"
"08.01.2022 23:00 - 08.01.2022 23:15","11604","11988"
"08.01.2022 23:15 - 08.01.2022 23:30","11474","11907"
"08.01.2022 23:30 - 08.01.2022 23:45","11329","11745"
"08.01.2022 23:45 - 09.01.2022 00:00","11176","11674"
"09.01.2022 00:00 - 09.01.2022 00:15","11424","11504"
"09.01.2022 00:15 - 09.01.2022 00:30","11280","11365"
"09.01.2022 00:30 - 09.01.2022 00:45","11101","11201"
"09.01.2022 00:45 - 09.01.2022 01:00","10949","11110"
"09.01.2022 01:00 - 09.01.2022 01:15","10850","11042"
"09.01.2022 01:15 - 09.01.2022 01:30","10712","11037"
"09.01.2022 01:30 - 09.01.2022 01:45","10632","10931"
"09.01.2022 01:45 - 09.01.2022 02:00","10565","10860"
"09.01.2022 02:00 - 09.01.2022 02:15","10511","10829"
"09.01.2022 02:15 - 09.01.2022 02:30","10466","10784"
"09.01.2022 02:30 - 09.01.2022 02:45","10392","10743"
"09.01.2022 02:45 - 09.01.2022 03:00","10348","10645"
"09.01.2022 03:00 - 09.01.2022 03:15","10353","10655"
"09.01.2022 03:15 - 09.01.2022 03:30","10333","10577"
"09.01.2022 03:30 - 09.01.2022 03:45","10309","10465"
"09.01.2022 03:45 - 09.01.2022 04:00","10305","10404"
"09.01.2022 04:00 - 09.01.2022 04:15","10306","10377"
"09.01.2022 04:15 - 09.01.2022 04:30","10321","10394"
"09.01.2022 04:30 - 09.01.2022 04:45","10316","10441"
"09.01.2022 04:45 - 09.01.2022 05:00","10293","10386"
"09.01.2022 05:00 - 09.01.2022 05:15","10339","10502"
"09.01.2022 05:15 - 09.01.2022 05:30","10427","10562"
"09.01.2022 05:30 - 09.01.2022 05:45","10432","10597"
"09.01.2022 05:45 - 09.01.2022 06:00","10475","10587"
"09.01.2022 06:00 - 09.01.2022 06:15","10546","10663"
"09.01.2022 06:15 - 09.01.2022 06:30","10604","10775"
"09.01.2022 06:30 - 09.01.2022 06:45","10667","10849"
"09.01.2022 06:45 - 09.01.2022 07:00","10689","10952"
"09.01.2022 07:00 - 09.01.2022 07:15","10820","11112"
"09.01.2022 07:15 - 09.01.2022 07:30","10914","11221"
"09.01.2022 07:30 - 09.01.2022 07:45","11063","11377"
"09.01.2022 07:45 - 09.01.2022 08:00","11218","11497"
"09.01.2022 08:00 - 09.01.2022 08:15","11441","11669"
"09.01.2022 08:15 - 09.01.2022 08:30","11667","11799"
"09.01.2022 08:30 - 09.01.2022 08:45","11794","11893"
"09.01.2022 08:45 - 09.01.2022 09:00","11928","11924"
"09.01.2022 09:00 - 09.01.2022 09:15","12134","12028"
"09.01.2022 09:15 - 09.01.2022 09:30","12241","12166"
"09.01.2022 09:30 - 09.01.2022 09:45","12344","12161"
"09.01.2022 09:45 - 09.01.2022 10:00","12397","12193"
"09.01.2022 10:00 - 09.01.2022 10:15","12442","12228"
"09.01.2022 10:15 - 09.01.2022 10:30","12461","12199"
"09.01.2022 10:30 - 09.01.2022 10:45","12467","12210"
"09.01.2022 10:45 - 09.01.2022 11:00","12458","12127"
"09.01.2022 11:00 - 09.01.2022 11:15","12460","12050"
"09.01.2022 11:15 - 09.01.2022 11:30","12462","12056"
"09.01.2022 11:30 - 09.01.2022 11:45","12442","12012"
"09.01.2022 11:45 - 09.01.2022 12:00","12516","11966"
"09.01.2022 12:00 - 09.01.2022 12:15","12538","11946"
"09.01.2022 12:15 - 09.01.2022 12:30","12578","11870"
"09.01.2022 12:30 - 09.01.2022 12:45","12587","11861"
"09.01.2022 12:45 - 09.01.2022 13:00","12610","11839"
"09.01.2022 13:00 - 09.01.2022 13:15","12661","11796"
"09.01.2022 13:15 - 09.01.2022 13:30","12639","11775"
"09.01.2022 13:30 - 09.01.2022 13:45","12639","11756"
"09.01.2022 13:45 - 09.01.2022 14:00","12661","11778"
"09.01.2022 14:00 - 09.01.2022 14:15","12683","11819"
"09.01.2022 14:15 - 09.01.2022 14:30","12734","11914"
"09.01.2022 14:30 - 09.01.2022 14:45","12784","11962"
"09.01.2022 14:45 - 09.01.2022 15:00","12874","12037"
"09.01.2022 15:00 - 09.01.2022 15:15","12913","12131"
"09.01.2022 15:15 - 09.01.2022 15:30","12975","12296"
"09.01.2022 15:30 - 09.01.2022 15:45","13056","12367"
"09.01.2022 15:45 - 09.01.2022 16:00","13124","12539"
