"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"23.11.2022 08:45 - 23.11.2022 09:00","12577","14412"
"23.11.2022 09:00 - 23.11.2022 09:15","12319","14407"
"23.11.2022 09:15 - 23.11.2022 09:30","11993","14328"
"23.11.2022 09:30 - 23.11.2022 09:45","11737","14079"
"23.11.2022 09:45 - 23.11.2022 10:00","11475","13815"
"23.11.2022 10:00 - 23.11.2022 10:15","11242","13590"
"23.11.2022 10:15 - 23.11.2022 10:30","11123","13297"
"23.11.2022 10:30 - 23.11.2022 10:45","10872","13088"
"23.11.2022 10:45 - 23.11.2022 11:00","10704","12871"
"23.11.2022 11:00 - 23.11.2022 11:15","10611","12673"
"23.11.2022 11:15 - 23.11.2022 11:30","10552","12474"
"23.11.2022 11:30 - 23.11.2022 11:45","10481","12355"
"23.11.2022 11:45 - 23.11.2022 12:00","10406","12300"
"23.11.2022 12:00 - 23.11.2022 12:15","10386","12183"
"23.11.2022 12:15 - 23.11.2022 12:30","10405","12122"
"23.11.2022 12:30 - 23.11.2022 12:45","10375","12147"
"23.11.2022 12:45 - 23.11.2022 13:00","10373","12157"
"23.11.2022 13:00 - 23.11.2022 13:15","10456","12372"
"23.11.2022 13:15 - 23.11.2022 13:30","10503","12657"
"23.11.2022 13:30 - 23.11.2022 13:45","10510","12942"
"23.11.2022 13:45 - 23.11.2022 14:00","10593","13284"
"23.11.2022 14:00 - 23.11.2022 14:15","10782","13629"
"23.11.2022 14:15 - 23.11.2022 14:30","11002","13941"
"23.11.2022 14:30 - 23.11.2022 14:45","11222","14131"
"23.11.2022 14:45 - 23.11.2022 15:00","11458","14313"
"23.11.2022 15:00 - 23.11.2022 15:15","11699","14473"
"23.11.2022 15:15 - 23.11.2022 15:30","11967","14659"
"23.11.2022 15:30 - 23.11.2022 15:45","12331","14874"
"23.11.2022 15:45 - 23.11.2022 16:00","12655","14970"
"23.11.2022 16:00 - 23.11.2022 16:15","12929","15092"
"23.11.2022 16:15 - 23.11.2022 16:30","13185","15206"
"23.11.2022 16:30 - 23.11.2022 16:45","13455","15415"
"23.11.2022 16:45 - 23.11.2022 17:00","13737","15828"
"23.11.2022 17:00 - 23.11.2022 17:15","14042","16074"
"23.11.2022 17:15 - 23.11.2022 17:30","14348","16198"
"23.11.2022 17:30 - 23.11.2022 17:45","14569","16183"
"23.11.2022 17:45 - 23.11.2022 18:00","14547","16064"
"23.11.2022 18:00 - 23.11.2022 18:15","14404","15789"
"23.11.2022 18:15 - 23.11.2022 18:30","14176","15533"
"23.11.2022 18:30 - 23.11.2022 18:45","13936","15379"
"23.11.2022 18:45 - 23.11.2022 19:00","13793","15251"
"23.11.2022 19:00 - 23.11.2022 19:15","13633","15108"
"23.11.2022 19:15 - 23.11.2022 19:30","13451","14958"
"23.11.2022 19:30 - 23.11.2022 19:45","13282","14803"
"23.11.2022 19:45 - 23.11.2022 20:00","13178","14697"
"23.11.2022 20:00 - 23.11.2022 20:15","13066","14518"
"23.11.2022 20:15 - 23.11.2022 20:30","12983","14357"
"23.11.2022 20:30 - 23.11.2022 20:45","12805","14161"
"23.11.2022 20:45 - 23.11.2022 21:00","12610","13980"
"23.11.2022 21:00 - 23.11.2022 21:15","12416","13745"
"23.11.2022 21:15 - 23.11.2022 21:30","12240","13585"
"23.11.2022 21:30 - 23.11.2022 21:45","12073","13371"
"23.11.2022 21:45 - 23.11.2022 22:00","11899","13144"
"23.11.2022 22:00 - 23.11.2022 22:15","11716","12849"
"23.11.2022 22:15 - 23.11.2022 22:30","11547","12673"
"23.11.2022 22:30 - 23.11.2022 22:45","11364","12434"
"23.11.2022 22:45 - 23.11.2022 23:00","11154","12224"
"23.11.2022 23:00 - 23.11.2022 23:15","10909","12037"
"23.11.2022 23:15 - 23.11.2022 23:30","10707","11865"
"23.11.2022 23:30 - 23.11.2022 23:45","10525","11639"
"23.11.2022 23:45 - 24.11.2022 00:00","10347","11424"
"24.11.2022 00:00 - 24.11.2022 00:15","10197","11260"
"24.11.2022 00:15 - 24.11.2022 00:30","10058","11143"
"24.11.2022 00:30 - 24.11.2022 00:45","9912","11009"
"24.11.2022 00:45 - 24.11.2022 01:00","9752","10853"
"24.11.2022 01:00 - 24.11.2022 01:15","9629","10700"
"24.11.2022 01:15 - 24.11.2022 01:30","9486","10581"
"24.11.2022 01:30 - 24.11.2022 01:45","9373","10467"
"24.11.2022 01:45 - 24.11.2022 02:00","9297","10395"
"24.11.2022 02:00 - 24.11.2022 02:15","9273","10354"
"24.11.2022 02:15 - 24.11.2022 02:30","9251","10233"
"24.11.2022 02:30 - 24.11.2022 02:45","9220","10145"
"24.11.2022 02:45 - 24.11.2022 03:00","9192","10126"
"24.11.2022 03:00 - 24.11.2022 03:15","9186","10172"
"24.11.2022 03:15 - 24.11.2022 03:30","9187","10171"
"24.11.2022 03:30 - 24.11.2022 03:45","9172","10154"
"24.11.2022 03:45 - 24.11.2022 04:00","9163","10091"
"24.11.2022 04:00 - 24.11.2022 04:15","9169","9944"
"24.11.2022 04:15 - 24.11.2022 04:30","9154","9890"
"24.11.2022 04:30 - 24.11.2022 04:45","9126","9959"
"24.11.2022 04:45 - 24.11.2022 05:00","9162","10029"
"24.11.2022 05:00 - 24.11.2022 05:15","9268","10181"
"24.11.2022 05:15 - 24.11.2022 05:30","9423","10341"
"24.11.2022 05:30 - 24.11.2022 05:45","9564","10670"
"24.11.2022 05:45 - 24.11.2022 06:00","9693","10813"
"24.11.2022 06:00 - 24.11.2022 06:15","9964","11177"
"24.11.2022 06:15 - 24.11.2022 06:30","10310","11562"
"24.11.2022 06:30 - 24.11.2022 06:45","10590","11925"
"24.11.2022 06:45 - 24.11.2022 07:00","10903","12214"
"24.11.2022 07:00 - 24.11.2022 07:15","11367","12709"
"24.11.2022 07:15 - 24.11.2022 07:30","11805","13153"
"24.11.2022 07:30 - 24.11.2022 07:45","12140","13580"
"24.11.2022 07:45 - 24.11.2022 08:00","12428","13869"
"24.11.2022 08:00 - 24.11.2022 08:15","12633","14154"
"24.11.2022 08:15 - 24.11.2022 08:30","12737","14226"
"24.11.2022 08:30 - 24.11.2022 08:45","12778","14368"
"24.11.2022 08:45 - 24.11.2022 09:00","12780","14341"
"24.11.2022 09:00 - 24.11.2022 09:15","12714","14311"
"24.11.2022 09:15 - 24.11.2022 09:30","12612","14130"
"24.11.2022 09:30 - 24.11.2022 09:45","12446","13793"
"24.11.2022 09:45 - 24.11.2022 10:00","12238","13512"
"24.11.2022 10:00 - 24.11.2022 10:15","12049","13108"
"24.11.2022 10:15 - 24.11.2022 10:30","12012","12732"
"24.11.2022 10:30 - 24.11.2022 10:45","11972","12419"
"24.11.2022 10:45 - 24.11.2022 11:00","11876","12166"
"24.11.2022 11:00 - 24.11.2022 11:15","11798","11884"
"24.11.2022 11:15 - 24.11.2022 11:30","11751","11705"
"24.11.2022 11:30 - 24.11.2022 11:45","11715","11574"
"24.11.2022 11:45 - 24.11.2022 12:00","11657","11492"
"24.11.2022 12:00 - 24.11.2022 12:15","11609","11379"
"24.11.2022 12:15 - 24.11.2022 12:30","11507","11252"
"24.11.2022 12:30 - 24.11.2022 12:45","11414","11091"
"24.11.2022 12:45 - 24.11.2022 13:00","11476","11066"
"24.11.2022 13:00 - 24.11.2022 13:15","11599","11162"
"24.11.2022 13:15 - 24.11.2022 13:30","11727","11275"
"24.11.2022 13:30 - 24.11.2022 13:45","11773","11382"
"24.11.2022 13:45 - 24.11.2022 14:00","11882","11532"
"24.11.2022 14:00 - 24.11.2022 14:15","11968","11736"
"24.11.2022 14:15 - 24.11.2022 14:30","12127","12015"
"24.11.2022 14:30 - 24.11.2022 14:45","12332","12349"
"24.11.2022 14:45 - 24.11.2022 15:00","12489","12672"
"24.11.2022 15:00 - 24.11.2022 15:15","12637","13093"
"24.11.2022 15:15 - 24.11.2022 15:30","12860","13555"
"24.11.2022 15:30 - 24.11.2022 15:45","13128","13937"
"24.11.2022 15:45 - 24.11.2022 16:00","13280","14171"
"24.11.2022 16:00 - 24.11.2022 16:15","13393","14442"
"24.11.2022 16:15 - 24.11.2022 16:30","13462","14638"
"24.11.2022 16:30 - 24.11.2022 16:45","13597","14875"
"24.11.2022 16:45 - 24.11.2022 17:00","13818","15350"
"24.11.2022 17:00 - 24.11.2022 17:15","14052","15638"
"24.11.2022 17:15 - 24.11.2022 17:30","14240","15808"
"24.11.2022 17:30 - 24.11.2022 17:45","14353","15858"
"24.11.2022 17:45 - 24.11.2022 18:00","14344","15810"
"24.11.2022 18:00 - 24.11.2022 18:15","14174","15554"
"24.11.2022 18:15 - 24.11.2022 18:30","13928","15335"
"24.11.2022 18:30 - 24.11.2022 18:45","13743","15185"
"24.11.2022 18:45 - 24.11.2022 19:00","13568","15061"
"24.11.2022 19:00 - 24.11.2022 19:15","13452","14924"
"24.11.2022 19:15 - 24.11.2022 19:30","13349","14798"
"24.11.2022 19:30 - 24.11.2022 19:45","13188","14670"
"24.11.2022 19:45 - 24.11.2022 20:00","13063","14574"
"24.11.2022 20:00 - 24.11.2022 20:15","12932","14320"
"24.11.2022 20:15 - 24.11.2022 20:30","12792","14149"
"24.11.2022 20:30 - 24.11.2022 20:45","12614","13975"
"24.11.2022 20:45 - 24.11.2022 21:00","12495","13772"
"24.11.2022 21:00 - 24.11.2022 21:15","12341","13573"
"24.11.2022 21:15 - 24.11.2022 21:30","12214","13344"
"24.11.2022 21:30 - 24.11.2022 21:45","12072","13158"
"24.11.2022 21:45 - 24.11.2022 22:00","11904","12914"
"24.11.2022 22:00 - 24.11.2022 22:15","11684","12662"
"24.11.2022 22:15 - 24.11.2022 22:30","11488","12479"
"24.11.2022 22:30 - 24.11.2022 22:45","11389","12221"
"24.11.2022 22:45 - 24.11.2022 23:00","11257","12018"
"24.11.2022 23:00 - 24.11.2022 23:15","11119","11830"
"24.11.2022 23:15 - 24.11.2022 23:30","10928","11579"
"24.11.2022 23:30 - 24.11.2022 23:45","10752","11352"
"24.11.2022 23:45 - 25.11.2022 00:00","10600","11216"
"25.11.2022 00:00 - 25.11.2022 00:15","10495","11138"
"25.11.2022 00:15 - 25.11.2022 00:30","10358","11034"
"25.11.2022 00:30 - 25.11.2022 00:45","10195","10906"
"25.11.2022 00:45 - 25.11.2022 01:00","10087","10797"
"25.11.2022 01:00 - 25.11.2022 01:15","9980","10763"
"25.11.2022 01:15 - 25.11.2022 01:30","9878","10667"
"25.11.2022 01:30 - 25.11.2022 01:45","9792","10550"
"25.11.2022 01:45 - 25.11.2022 02:00","9753","10469"
"25.11.2022 02:00 - 25.11.2022 02:15","9712","10398"
"25.11.2022 02:15 - 25.11.2022 02:30","9623","10345"
"25.11.2022 02:30 - 25.11.2022 02:45","9598","10280"
"25.11.2022 02:45 - 25.11.2022 03:00","9565","10237"
"25.11.2022 03:00 - 25.11.2022 03:15","9567","10223"
"25.11.2022 03:15 - 25.11.2022 03:30","9549","10235"
"25.11.2022 03:30 - 25.11.2022 03:45","9532","10196"
"25.11.2022 03:45 - 25.11.2022 04:00","9535","10130"
"25.11.2022 04:00 - 25.11.2022 04:15","9595","10195"
"25.11.2022 04:15 - 25.11.2022 04:30","9653","10236"
"25.11.2022 04:30 - 25.11.2022 04:45","9670","10279"
"25.11.2022 04:45 - 25.11.2022 05:00","9703","10310"
"25.11.2022 05:00 - 25.11.2022 05:15","9782","10466"
"25.11.2022 05:15 - 25.11.2022 05:30","9896","10643"
"25.11.2022 05:30 - 25.11.2022 05:45","10003","10772"
"25.11.2022 05:45 - 25.11.2022 06:00","10191","10904"
"25.11.2022 06:00 - 25.11.2022 06:15","10508","11188"
"25.11.2022 06:15 - 25.11.2022 06:30","10901","11466"
"25.11.2022 06:30 - 25.11.2022 06:45","11192","11791"
"25.11.2022 06:45 - 25.11.2022 07:00","11473","12113"
"25.11.2022 07:00 - 25.11.2022 07:15","11877","12682"
"25.11.2022 07:15 - 25.11.2022 07:30","12282","13170"
"25.11.2022 07:30 - 25.11.2022 07:45","12643","13577"
"25.11.2022 07:45 - 25.11.2022 08:00","12958","13922"
"25.11.2022 08:00 - 25.11.2022 08:15","13164","14169"
"25.11.2022 08:15 - 25.11.2022 08:30","13245","14278"
"25.11.2022 08:30 - 25.11.2022 08:45","13302","14363"
"25.11.2022 08:45 - 25.11.2022 09:00","13299","14332"
"25.11.2022 09:00 - 25.11.2022 09:15","13222","14156"
"25.11.2022 09:15 - 25.11.2022 09:30","13081","13896"
"25.11.2022 09:30 - 25.11.2022 09:45","12877","13559"
"25.11.2022 09:45 - 25.11.2022 10:00","12739","13263"
"25.11.2022 10:00 - 25.11.2022 10:15","12563","12936"
"25.11.2022 10:15 - 25.11.2022 10:30","12384","12653"
"25.11.2022 10:30 - 25.11.2022 10:45","12287","12414"
"25.11.2022 10:45 - 25.11.2022 11:00","12208","12271"
"25.11.2022 11:00 - 25.11.2022 11:15","12100","12130"
"25.11.2022 11:15 - 25.11.2022 11:30","12010","12016"
"25.11.2022 11:30 - 25.11.2022 11:45","11926","11854"
"25.11.2022 11:45 - 25.11.2022 12:00","11868","11770"
"25.11.2022 12:00 - 25.11.2022 12:15","11819","11789"
"25.11.2022 12:15 - 25.11.2022 12:30","11793","11764"
"25.11.2022 12:30 - 25.11.2022 12:45","11779","11690"
"25.11.2022 12:45 - 25.11.2022 13:00","11763","11740"
"25.11.2022 13:00 - 25.11.2022 13:15","11844","11775"
"25.11.2022 13:15 - 25.11.2022 13:30","11992","11959"
"25.11.2022 13:30 - 25.11.2022 13:45","12084","12133"
"25.11.2022 13:45 - 25.11.2022 14:00","12144","12352"
"25.11.2022 14:00 - 25.11.2022 14:15","12237","12557"
"25.11.2022 14:15 - 25.11.2022 14:30","12392","12810"
"25.11.2022 14:30 - 25.11.2022 14:45","12540","12959"
"25.11.2022 14:45 - 25.11.2022 15:00","12614","13190"
"25.11.2022 15:00 - 25.11.2022 15:15","12706","13396"
"25.11.2022 15:15 - 25.11.2022 15:30","12852","13599"
"25.11.2022 15:30 - 25.11.2022 15:45","13052","13923"
"25.11.2022 15:45 - 25.11.2022 16:00","13277","14113"
"25.11.2022 16:00 - 25.11.2022 16:15","13582","14330"
"25.11.2022 16:15 - 25.11.2022 16:30","13767","14480"
"25.11.2022 16:30 - 25.11.2022 16:45","13950","14710"
"25.11.2022 16:45 - 25.11.2022 17:00","14191","15058"
"25.11.2022 17:00 - 25.11.2022 17:15","14436","15232"
"25.11.2022 17:15 - 25.11.2022 17:30","14690","15323"
"25.11.2022 17:30 - 25.11.2022 17:45","14840","15343"
"25.11.2022 17:45 - 25.11.2022 18:00","14842","15413"
"25.11.2022 18:00 - 25.11.2022 18:15","14676","15174"
"25.11.2022 18:15 - 25.11.2022 18:30","14467","14846"
"25.11.2022 18:30 - 25.11.2022 18:45","14279","14640"
"25.11.2022 18:45 - 25.11.2022 19:00","14090","14458"
"25.11.2022 19:00 - 25.11.2022 19:15","13920","14500"
"25.11.2022 19:15 - 25.11.2022 19:30","13764","14350"
"25.11.2022 19:30 - 25.11.2022 19:45","13600","14222"
"25.11.2022 19:45 - 25.11.2022 20:00","13467","14100"
"25.11.2022 20:00 - 25.11.2022 20:15","13315","13940"
"25.11.2022 20:15 - 25.11.2022 20:30","13154","13758"
"25.11.2022 20:30 - 25.11.2022 20:45","12968","13574"
"25.11.2022 20:45 - 25.11.2022 21:00","12793","13365"
"25.11.2022 21:00 - 25.11.2022 21:15","12625","13120"
"25.11.2022 21:15 - 25.11.2022 21:30","12484","12946"
"25.11.2022 21:30 - 25.11.2022 21:45","12322","12718"
"25.11.2022 21:45 - 25.11.2022 22:00","12205","12422"
"25.11.2022 22:00 - 25.11.2022 22:15","12075","12252"
"25.11.2022 22:15 - 25.11.2022 22:30","11913","12151"
"25.11.2022 22:30 - 25.11.2022 22:45","11741","11950"
"25.11.2022 22:45 - 25.11.2022 23:00","11583","11808"
"25.11.2022 23:00 - 25.11.2022 23:15","11475","11707"
"25.11.2022 23:15 - 25.11.2022 23:30","11424","11588"
"25.11.2022 23:30 - 25.11.2022 23:45","11371","11454"
"25.11.2022 23:45 - 26.11.2022 00:00","11244","11292"
"26.11.2022 00:00 - 26.11.2022 00:15","11290","11162"
"26.11.2022 00:15 - 26.11.2022 00:30","11176","11041"
"26.11.2022 00:30 - 26.11.2022 00:45","11098","10915"
"26.11.2022 00:45 - 26.11.2022 01:00","10951","10791"
"26.11.2022 01:00 - 26.11.2022 01:15","10763","10671"
"26.11.2022 01:15 - 26.11.2022 01:30","10612","10554"
"26.11.2022 01:30 - 26.11.2022 01:45","10518","10378"
"26.11.2022 01:45 - 26.11.2022 02:00","10443","10279"
"26.11.2022 02:00 - 26.11.2022 02:15","10367","10196"
"26.11.2022 02:15 - 26.11.2022 02:30","10272","10129"
"26.11.2022 02:30 - 26.11.2022 02:45","10154","10043"
"26.11.2022 02:45 - 26.11.2022 03:00","10046","10029"
"26.11.2022 03:00 - 26.11.2022 03:15","10014","10003"
"26.11.2022 03:15 - 26.11.2022 03:30","10017","10023"
"26.11.2022 03:30 - 26.11.2022 03:45","9970","10001"
"26.11.2022 03:45 - 26.11.2022 04:00","9920","10008"
"26.11.2022 04:00 - 26.11.2022 04:15","9874","10047"
"26.11.2022 04:15 - 26.11.2022 04:30","9836","9992"
"26.11.2022 04:30 - 26.11.2022 04:45","9828","9942"
"26.11.2022 04:45 - 26.11.2022 05:00","9821","9923"
"26.11.2022 05:00 - 26.11.2022 05:15","9801","9932"
"26.11.2022 05:15 - 26.11.2022 05:30","9782","9940"
"26.11.2022 05:30 - 26.11.2022 05:45","9780","9967"
"26.11.2022 05:45 - 26.11.2022 06:00","9814","10021"
"26.11.2022 06:00 - 26.11.2022 06:15","9902","10168"
"26.11.2022 06:15 - 26.11.2022 06:30","10058","10265"
"26.11.2022 06:30 - 26.11.2022 06:45","10139","10386"
"26.11.2022 06:45 - 26.11.2022 07:00","10219","10535"
"26.11.2022 07:00 - 26.11.2022 07:15","10388","10749"
"26.11.2022 07:15 - 26.11.2022 07:30","10629","10964"
"26.11.2022 07:30 - 26.11.2022 07:45","10767","11242"
"26.11.2022 07:45 - 26.11.2022 08:00","10885","11455"
"26.11.2022 08:00 - 26.11.2022 08:15","10974","11696"
"26.11.2022 08:15 - 26.11.2022 08:30","11040","11776"
"26.11.2022 08:30 - 26.11.2022 08:45","11036","11958"
"26.11.2022 08:45 - 26.11.2022 09:00","11002","12061"
"26.11.2022 09:00 - 26.11.2022 09:15","10905","12060"
"26.11.2022 09:15 - 26.11.2022 09:30","10705","12058"
"26.11.2022 09:30 - 26.11.2022 09:45","10499","12040"
"26.11.2022 09:45 - 26.11.2022 10:00","10317","12056"
"26.11.2022 10:00 - 26.11.2022 10:15","10115","12033"
"26.11.2022 10:15 - 26.11.2022 10:30","9930","11984"
"26.11.2022 10:30 - 26.11.2022 10:45","9753","11963"
"26.11.2022 10:45 - 26.11.2022 11:00","9548","11850"
"26.11.2022 11:00 - 26.11.2022 11:15","9394","11739"
"26.11.2022 11:15 - 26.11.2022 11:30","9277","11577"
"26.11.2022 11:30 - 26.11.2022 11:45","9181","11493"
"26.11.2022 11:45 - 26.11.2022 12:00","9159","11404"
"26.11.2022 12:00 - 26.11.2022 12:15","9157","11303"
"26.11.2022 12:15 - 26.11.2022 12:30","9141","11181"
"26.11.2022 12:30 - 26.11.2022 12:45","9123","11042"
"26.11.2022 12:45 - 26.11.2022 13:00","9119","11065"
"26.11.2022 13:00 - 26.11.2022 13:15","9150","11099"
"26.11.2022 13:15 - 26.11.2022 13:30","9278","11214"
"26.11.2022 13:30 - 26.11.2022 13:45","9405","11240"
"26.11.2022 13:45 - 26.11.2022 14:00","9549","11241"
"26.11.2022 14:00 - 26.11.2022 14:15","9726","11213"
"26.11.2022 14:15 - 26.11.2022 14:30","9913","11202"
"26.11.2022 14:30 - 26.11.2022 14:45","10107","11225"
"26.11.2022 14:45 - 26.11.2022 15:00","10354","11322"
"26.11.2022 15:00 - 26.11.2022 15:15","10661","11441"
"26.11.2022 15:15 - 26.11.2022 15:30","10993","11649"
"26.11.2022 15:30 - 26.11.2022 15:45","11302","11933"
"26.11.2022 15:45 - 26.11.2022 16:00","11631","12252"
"26.11.2022 16:00 - 26.11.2022 16:15","11933","12535"
"26.11.2022 16:15 - 26.11.2022 16:30","12172","12814"
"26.11.2022 16:30 - 26.11.2022 16:45","12372","13151"
"26.11.2022 16:45 - 26.11.2022 17:00","12650","13578"
"26.11.2022 17:00 - 26.11.2022 17:15","12970","13835"
"26.11.2022 17:15 - 26.11.2022 17:30","13271","14044"
"26.11.2022 17:30 - 26.11.2022 17:45","13518","14166"
"26.11.2022 17:45 - 26.11.2022 18:00","13612","14190"
"26.11.2022 18:00 - 26.11.2022 18:15","13579","14012"
"26.11.2022 18:15 - 26.11.2022 18:30","13448","13869"
"26.11.2022 18:30 - 26.11.2022 18:45","13288","13718"
"26.11.2022 18:45 - 26.11.2022 19:00","13140","13590"
"26.11.2022 19:00 - 26.11.2022 19:15","12991","13443"
"26.11.2022 19:15 - 26.11.2022 19:30","12803","13355"
"26.11.2022 19:30 - 26.11.2022 19:45","12645","13228"
"26.11.2022 19:45 - 26.11.2022 20:00","12493","13098"
"26.11.2022 20:00 - 26.11.2022 20:15","12389","12972"
"26.11.2022 20:15 - 26.11.2022 20:30","12301","12841"
"26.11.2022 20:30 - 26.11.2022 20:45","12205","12635"
"26.11.2022 20:45 - 26.11.2022 21:00","12071","12483"
"26.11.2022 21:00 - 26.11.2022 21:15","11916","12351"
"26.11.2022 21:15 - 26.11.2022 21:30","11781","12267"
"26.11.2022 21:30 - 26.11.2022 21:45","11683","12138"
"26.11.2022 21:45 - 26.11.2022 22:00","11556","12011"
"26.11.2022 22:00 - 26.11.2022 22:15","11451","11838"
"26.11.2022 22:15 - 26.11.2022 22:30","11378","11638"
"26.11.2022 22:30 - 26.11.2022 22:45","11285","11529"
"26.11.2022 22:45 - 26.11.2022 23:00","11175","11403"
"26.11.2022 23:00 - 26.11.2022 23:15","11093","11251"
"26.11.2022 23:15 - 26.11.2022 23:30","10990","11093"
"26.11.2022 23:30 - 26.11.2022 23:45","10874","10977"
"26.11.2022 23:45 - 27.11.2022 00:00","10749","10831"
"27.11.2022 00:00 - 27.11.2022 00:15","10639","10790"
"27.11.2022 00:15 - 27.11.2022 00:30","10544","10631"
"27.11.2022 00:30 - 27.11.2022 00:45","10443","10505"
"27.11.2022 00:45 - 27.11.2022 01:00","10339","10444"
"27.11.2022 01:00 - 27.11.2022 01:15","10233","10368"
"27.11.2022 01:15 - 27.11.2022 01:30","10122","10261"
"27.11.2022 01:30 - 27.11.2022 01:45","10056","10216"
"27.11.2022 01:45 - 27.11.2022 02:00","10008","10119"
"27.11.2022 02:00 - 27.11.2022 02:15","9945","10073"
"27.11.2022 02:15 - 27.11.2022 02:30","9878","10010"
"27.11.2022 02:30 - 27.11.2022 02:45","9819","9908"
"27.11.2022 02:45 - 27.11.2022 03:00","9754","9866"
"27.11.2022 03:00 - 27.11.2022 03:15","9747","9865"
"27.11.2022 03:15 - 27.11.2022 03:30","9753","9808"
"27.11.2022 03:30 - 27.11.2022 03:45","9741","9731"
"27.11.2022 03:45 - 27.11.2022 04:00","9715","9729"
"27.11.2022 04:00 - 27.11.2022 04:15","9687","9680"
"27.11.2022 04:15 - 27.11.2022 04:30","9656","9681"
"27.11.2022 04:30 - 27.11.2022 04:45","9631","9665"
"27.11.2022 04:45 - 27.11.2022 05:00","9618","9635"
"27.11.2022 05:00 - 27.11.2022 05:15","9622","9711"
"27.11.2022 05:15 - 27.11.2022 05:30","9621","9754"
"27.11.2022 05:30 - 27.11.2022 05:45","9633","9811"
"27.11.2022 05:45 - 27.11.2022 06:00","9674","9783"
"27.11.2022 06:00 - 27.11.2022 06:15","9718","9921"
"27.11.2022 06:15 - 27.11.2022 06:30","9775","9926"
"27.11.2022 06:30 - 27.11.2022 06:45","9828","9957"
"27.11.2022 06:45 - 27.11.2022 07:00","9858","10063"
"27.11.2022 07:00 - 27.11.2022 07:15","9924","10228"
"27.11.2022 07:15 - 27.11.2022 07:30","10050","10382"
"27.11.2022 07:30 - 27.11.2022 07:45","10177","10532"
"27.11.2022 07:45 - 27.11.2022 08:00","10273","10674"
"27.11.2022 08:00 - 27.11.2022 08:15","10377","10901"
"27.11.2022 08:15 - 27.11.2022 08:30","10482","11062"
"27.11.2022 08:30 - 27.11.2022 08:45","10496","11252"
"27.11.2022 08:45 - 27.11.2022 09:00","10394","11373"
"27.11.2022 09:00 - 27.11.2022 09:15","10316","11609"
"27.11.2022 09:15 - 27.11.2022 09:30","10223","11823"
"27.11.2022 09:30 - 27.11.2022 09:45","10109","11967"
"27.11.2022 09:45 - 27.11.2022 10:00","9988","12057"
"27.11.2022 10:00 - 27.11.2022 10:15","9865","12020"
"27.11.2022 10:15 - 27.11.2022 10:30","9712","12047"
"27.11.2022 10:30 - 27.11.2022 10:45","9570","12077"
"27.11.2022 10:45 - 27.11.2022 11:00","9503","12157"
"27.11.2022 11:00 - 27.11.2022 11:15","9453","12210"
"27.11.2022 11:15 - 27.11.2022 11:30","9388","12284"
"27.11.2022 11:30 - 27.11.2022 11:45","9295","12309"
"27.11.2022 11:45 - 27.11.2022 12:00","9272","12339"
"27.11.2022 12:00 - 27.11.2022 12:15","9308","12388"
"27.11.2022 12:15 - 27.11.2022 12:30","9410","12448"
"27.11.2022 12:30 - 27.11.2022 12:45","9516","12442"
"27.11.2022 12:45 - 27.11.2022 13:00","9616","12435"
"27.11.2022 13:00 - 27.11.2022 13:15","9771","12463"
"27.11.2022 13:15 - 27.11.2022 13:30","9913","12474"
"27.11.2022 13:30 - 27.11.2022 13:45","10030","12504"
"27.11.2022 13:45 - 27.11.2022 14:00","10162","12538"
"27.11.2022 14:00 - 27.11.2022 14:15","10308","12544"
"27.11.2022 14:15 - 27.11.2022 14:30","10393","12522"
"27.11.2022 14:30 - 27.11.2022 14:45","10452","12567"
"27.11.2022 14:45 - 27.11.2022 15:00","10728","12625"
"27.11.2022 15:00 - 27.11.2022 15:15","10913","12653"
"27.11.2022 15:15 - 27.11.2022 15:30","11117","12687"
"27.11.2022 15:30 - 27.11.2022 15:45","11295","12699"
"27.11.2022 15:45 - 27.11.2022 16:00","11457","12752"
"27.11.2022 16:00 - 27.11.2022 16:15","11616","12940"
"27.11.2022 16:15 - 27.11.2022 16:30","11767","13123"
"27.11.2022 16:30 - 27.11.2022 16:45","11949","13351"
"27.11.2022 16:45 - 27.11.2022 17:00","12137","13684"
"27.11.2022 17:00 - 27.11.2022 17:15","12321","13866"
"27.11.2022 17:15 - 27.11.2022 17:30","12486","13993"
"27.11.2022 17:30 - 27.11.2022 17:45","12674","14099"
"27.11.2022 17:45 - 27.11.2022 18:00","12830","14133"
"27.11.2022 18:00 - 27.11.2022 18:15","12833","14011"
"27.11.2022 18:15 - 27.11.2022 18:30","12685","13816"
"27.11.2022 18:30 - 27.11.2022 18:45","12522","13664"
"27.11.2022 18:45 - 27.11.2022 19:00","12379","13575"
"27.11.2022 19:00 - 27.11.2022 19:15","12236","13512"
"27.11.2022 19:15 - 27.11.2022 19:30","12066","13446"
"27.11.2022 19:30 - 27.11.2022 19:45","11961","13346"
"27.11.2022 19:45 - 27.11.2022 20:00","11859","13270"
"27.11.2022 20:00 - 27.11.2022 20:15","11787","13131"
"27.11.2022 20:15 - 27.11.2022 20:30","11740","12996"
"27.11.2022 20:30 - 27.11.2022 20:45","11631","12858"
"27.11.2022 20:45 - 27.11.2022 21:00","11484","12729"
"27.11.2022 21:00 - 27.11.2022 21:15","11353","12565"
"27.11.2022 21:15 - 27.11.2022 21:30","11262","12424"
